mode,k,k_squared,final_loss,final_initial_loss,final_residual_loss,relative_complex_error_over_time,initial_complex_abs_error,final_complex_abs_error,fitted_decay_rate,decay_rate_error,valid_decay_fit,final_amplitude_ratio_pred_over_ref,probe_initial_complex_abs_error,probe_final_complex_abs_error,probe_fitted_decay_rate,main_initial_complex_abs_error,main_final_complex_abs_error,main_fitted_decay_rate
2,0.3141592653589793,0.09869604401089357,1.58498161305579,0.003927504796187493,1.5810541082596026,0.7945151843183488,0.08862849198973761,21.836365343275585,3.598933167343178,3.5002371233322846,True,3.1431026816533663e-07,0.08862849198973761,21.836365343275585,3.598933167343178,0.08862849198973761,21.836365343275585,3.5989331673397515
3,0.471238898038469,0.2220660990245106,3.22960683056366,0.021359466129346596,3.2082473644343135,0.8175314035407516,0.20668558793175007,10.29602414595228,2.2217683411469884,1.9997022421224777,True,3.853772422463595e-06,0.20668558793175007,10.29602414595228,2.2217683411469884,0.20668558793175362,10.296024145952282,2.2217683411521385
4,0.6283185307179586,0.3947841760435743,46.70069495455943,6.297086931400387,40.403608023159045,0.9826681417060319,3.54882711086364,19.11412596969896,2.7450335978173916e-18,-0.3947841760435743,True,6.228159932058817,3.54882711086364,19.11412596969896,2.7450335978173916e-18,3.548827110863633,19.114125969698964,2.7450335978173916e-18
5,0.7853981633974483,0.6168502750680849,64.23761967574583,17.70562332638938,46.53199634935645,1.2017908149751428,5.950734967445513,14.651033391045406,1.191614011986646e-16,-0.6168502750680848,True,15.828348364144917,5.950734967445513,14.651033391045406,1.191614011986646e-16,5.950734967445513,14.651033391045406,1.191614011986646e-16
6,0.942477796076938,0.8882643960980424,1.227776762578406e-06,1.9890264572226832e-11,1.227756872313834e-06,0.0005104875978084161,6.30718076041086e-06,0.00011333593680818526,0.8883019904635612,3.7594365518756057e-05,True,1.0005324083361011,6.30718076041086e-06,0.00011333593680818526,0.8883019904635612,6.307180760703473e-06,0.00011333593680826609,0.8883019904635612
7,1.0995574287564276,1.2090265391334463,7.0944250628349135e-06,4.3763636096063565e-11,7.0943812991988175e-06,0.0012518798441639792,9.355601113350606e-06,0.0011901268356993666,1.2074674359501638,-0.001559103183282451,True,0.9655517075607851,9.355601113350606e-06,0.0011901268356993666,1.2074674359501638,9.355601112430502e-06,0.0011901268356986998,1.207467435950163
