time,relative_l2_error,max_abs_error,mean_abs_error
0.0,0.10213279624431647,0.12624200670564045,0.036567271187231215
0.05,0.1552501906637402,0.17989708966792906,0.05411621374550198
0.1,0.1420601918899415,0.1522254657967821,0.04934294317616708
0.15000000000000002,0.1299814400928022,0.1270615870740015,0.0451616737863087
0.2,0.11909162590318983,0.10584858709867072,0.041502579253198245
0.25,0.10949556917968345,0.0947940429080297,0.03832122106926317
0.30000000000000004,0.1013376092175465,0.08473120959985705,0.03551827148416292
0.35000000000000003,0.09478885697904028,0.07554176000836196,0.03315598270297856
0.4,0.09002090420603438,0.06712615345095002,0.031190918141853034
0.45,0.08716566524984574,0.06451794908109232,0.029781540069065852
0.5,0.08627127641335601,0.06316269588675853,0.029329890896365018
0.55,0.08727407957019474,0.06841421969798236,0.02930585672603204
0.6000000000000001,0.09000346145367796,0.07362965441989622,0.02937523347781261
0.65,0.09421728636234501,0.07880389934746893,0.029608965478983822
0.7000000000000001,0.09964828413049248,0.08393266229295164,0.029932990083788146
0.75,0.10604161803532226,0.08901268082099245,0.03038477143431354
0.8,0.391448035221318,0.23396411509636506,0.1302730221312205
0.8500000000000001,0.39134645400849205,0.23566318748037288,0.1288096267966985
0.9,0.39140924581363046,0.23751451208005767,0.12739417687861956
0.9500000000000001,0.3916300246503533,0.23962308933403542,0.12603558644091556
1.0,0.3917558518746856,0.23966435843658018,0.12532718842373028
1.05,0.39224461919981174,0.24110600800362467,0.12418746482488884
1.1,0.3928762504408404,0.24249198260293284,0.12311651440986224
1.1500000000000001,0.39364446700680555,0.24382110506769542,0.12210425605785213
1.2000000000000002,0.3945431474581049,0.2454591488402177,0.12114891148757195
1.25,0.3955663265490331,0.2470201036844265,0.12021703279191709
1.3,0.39670819535805396,0.24850662231437276,0.11934601162118574
1.35,0.6261167039270058,0.42418033698202096,0.18806057675057253
1.4000000000000001,0.6267935907938851,0.42464142701953955,0.18740412596003586
1.4500000000000002,0.6274810283028163,0.42507128428231183,0.18676069822419522
1.5,0.6284527026083478,0.4254395253845381,0.18623621272403576
1.55,0.629165636727289,0.4255147836300597,0.18566218653742622
1.6,0.6298864224238886,0.4255640676541128,0.1850839039709561
1.6500000000000001,0.6306144168913964,0.4255871593306196,0.1845017032800525
1.7000000000000002,0.6313489779886096,0.42558396879871313,0.1839538027554444
1.75,0.6320894677052279,0.42555451136386363,0.18342650868565707
1.8,0.632835255179643,0.42549888636730826,0.18289520824804545
1.85,0.6335860321235076,0.425645163465213,0.18236024050103095
1.9000000000000001,0.6343405626836794,0.4257732501141816,0.18182171547913664
1.9500000000000002,0.6350985656589375,0.42586943255979426,0.18127995168194055
2.0,0.6358594615112172,0.4259342371097588,0.1807452850439738
2.0500000000000003,0.6366226876571067,0.42596820628792625,0.18025390351244858
2.1,0.6373876995971659,0.4259718945765189,0.1797590561591506
2.15,0.6381539718289269,0.42594586610715585,0.17926098398999668
2.2,0.6389209985654757,0.4258906937204684,0.17877052210340727
2.25,0.639688294279783,0.42580695889098497,0.1782767228807379
2.3000000000000003,0.6404553940933022,0.42569525210532877,0.1777797827438487
2.35,0.6412218540257772,0.4255561733760212,0.17727992384794006
2.4000000000000004,0.6416431381087158,0.4293463407185921,0.17644647139897252
2.45,0.6424046874629908,0.42931895474265325,0.1759354708889556
2.5,0.6431644548760277,0.42926213409156727,0.17542810229365735
2.5500000000000003,0.6439220740447185,0.4291766645563307,0.17494246427855065
2.6,0.6446771999637646,0.42918327207644374,0.17447762414065165
2.6500000000000004,0.6454295085286607,0.4291796984369754,0.17401022545315284
2.7,0.6461786960944949,0.4291468459592885,0.1735404432460929
2.75,0.6469244789970455,0.42908561163109227,0.1730684458388842
2.8000000000000003,0.6476665930421449,0.42899688230753874,0.17259439512677133
2.85,0.6484047929688016,0.4288815336440236,0.17211844686944106
2.9000000000000004,0.6491388518911281,0.4287404289792496,0.17164075097736436
2.95,0.649868560723673,0.4285744182197333,0.1711614517920504
3.0,0.6505937275943615,0.4283843367682639,0.17068068835708067
3.0500000000000003,0.6513141772488338,0.42817100452977247,0.17021376980562372
3.1,0.652029750449607,0.4279352250193089,0.16976962164056061
3.1500000000000004,0.6527403033731182,0.4276777845887427,0.1693237363461686
3.2,0.653445707007374,0.4273994517817219,0.16887624455085226
3.25,0.6541458465526151,0.4271009768204154,0.16842727272377273
3.3000000000000003,0.6548406208271134,0.4267830912227037,0.16797694333952146
3.35,0.6555299416799447,0.426446507544694,0.16752537503116763
3.4000000000000004,0.6562137334123411,0.4260919192406559,0.1670726827323556
3.45,0.6568919322089908,0.42572000063055976,0.1666189778092268
3.5,0.6575644855804619,0.42533142664380397,0.16616436818299524
3.5500000000000003,0.6582313518177286,0.42492687797491374,0.1657089584440232
3.6,0.6588924994596184,0.4245068969294752,0.16525284995823253
3.6500000000000004,0.6595479067738522,0.42407208315243344,0.16479614096665685
3.7,0.6601975612522045,0.4236230182782758,0.16435848239005607
3.75,0.6608414591202009,0.42316026629653836,0.16393232460778526
3.8000000000000003,0.6614796048616552,0.4226843739512156,0.16350533465821931
3.85,0.6621120107582572,0.42219587116588353,0.16307760745270125
3.9000000000000004,0.6627386964443326,0.4216952714872954,0.16264923506673198
3.95,0.6633596884768271,0.4211830725411354,0.16222030681201638
4.0,0.6639750199204894,0.4207091934686101,0.16179090930615372
4.05,0.6645847299481826,0.4202504494240622,0.16136112654020862
4.1000000000000005,0.6651888634561883,0.4197803535250636,0.16093103994436547
4.15,0.6657874706943315,0.41929936265436146,0.16050072845183352
4.2,0.6663806069107111,0.41880791926426725,0.16007026856114398
4.25,0.6669683320107902,0.41830645188595045,0.15965247376422276
4.3,0.6675507102305684,0.417795375622318,0.15930838306036493
4.3500000000000005,0.6681278098235356,0.41727509262370444,0.15900910268406643
