step,loss,weighted_loss,initial_loss,residual_loss,initial_weight,residual_weight
1,2610406.871782211,2610406.871782211,260907.75546168102,1329.3171654010928,10.0,1.0
2,30.928091278249354,30.928091278249354,2.338108983078281,7.5470014474665446,10.0,1.0
3,2.293916236559651,2.293916236559651,0.0046903105450674856,2.247013131108976,10.0,1.0
