step,mode,initial_loss_by_mode,residual_loss_by_mode,weighted_loss_by_mode,ref_t0_abs,pred_t0_abs,ref_tfinal_abs,pred_tfinal_abs,max_pred_abs_over_time
1,0,136992.3343717639,5.917514065496253e-20,1369923.3437176389,40.212385860203675,563.6477450871107,40.212385860203675,563.6477450885111,563.6477450885111
1,1,287101.57111877605,193.2528424339048,2871208.964030194,39.01860822557467,796.7795682307673,34.4899718687309,796.7795682307673,796.7795682307673
1,2,358629.360894503,3794.698653769374,3590088.3075987995,35.76810951683773,882.6793566217502,21.836360227520203,882.6798912054533,882.6798912054533
2,0,7.007371158216,2.4333642872992338e-27,70.07371158216,40.212385860203675,36.46896297464489,40.212385860203675,36.468962974645116,36.468962974645116
2,1,1.8536412397279915e-06,0.4644463212563911,0.4644648576687884,39.01860822557467,39.01669269984848,34.4899718687309,39.02021656727291,39.02021656727291
2,2,0.006953937377603683,22.17655802114324,22.24609739491928,35.76810951683773,35.780049055429856,21.836360227520203,24.23781629519446,35.781158815134006
3,0,6.648638062735289e-16,1.9421813822678982e-28,6.648638062735483e-15,40.212385860203675,40.21238586067331,40.212385860203675,40.212385860673365,40.212385860673365
3,1,3.254854056712621e-06,0.46442852274863816,0.4644610712892053,39.01860822557467,39.016058067722824,34.4899718687309,39.0195735659743,39.0195735659743
3,2,0.014067676781145079,6.27661087057829,6.417287638389741,35.76810951683773,35.935767027868785,21.836360227520203,35.92551380643902,35.935767027868785
