mode,mean_ref_amplitude,mean_pred_amplitude,mean_abs_spectral_error,relative_spectral_error,contribution_to_total_spectral_error
72,1.5350655887523407e-08,7.000310971333527e-16,1.5350656159179837e-08,1.0000000176967312,1.5892340551773745e-17
73,1.2009569972981409e-08,8.323732998842356e-16,1.2009570308116008e-08,1.0000000279056287,9.732543681757046e-18
74,9.363077057580516e-09,5.810168253097076e-16,9.363077228886996e-09,1.0000000182959596,5.9184733554708526e-18
75,7.332352807687129e-09,1.0388790280253757e-15,7.332353418747223e-09,1.0000000833375193,3.6310230130687086e-18
76,5.7104737840267825e-09,5.918753471004124e-16,5.710474060201601e-09,1.0000000483628555,2.2030763472624234e-18
77,4.478578155150468e-09,1.0779747239464571e-15,4.478578537505804e-09,1.000000085374269,1.3554567819452528e-18
78,3.481854963657573e-09,7.475430231255432e-16,3.4818551544118194e-09,1.0000000547852361,8.194590428996654e-19
79,2.737020343573962e-09,1.3270712456721934e-15,2.7370209772384715e-09,1.0000002315161856,5.06460915570432e-19
80,2.121901350714304e-09,9.306145910758589e-16,2.121901712728901e-09,1.0000001706085897,3.0444606197414957e-19
81,1.6740367601242193e-09,1.398728363068336e-15,1.6740374813939558e-09,1.00000043085657,1.895169236307346e-19
82,1.2919673355146654e-09,7.067792081287645e-16,1.2919675025769593e-09,1.0000001293084502,1.1289360356916006e-19
83,1.0251378545710166e-09,9.208616394147293e-16,1.0251382385614676e-09,1.000000374574453,7.108381988809961e-20
84,7.854751054764308e-10,6.196725311806519e-16,7.854753400818314e-10,1.000000298679613,4.1735340751081274e-20
85,6.289622732584326e-10,1.192240590809776e-15,6.289630173790405e-10,1.0000011830925948,2.676179531222375e-20
86,4.763830606548067e-10,5.437843026546794e-16,4.763832597726701e-10,1.0000004179784712,1.535325839252616e-20
87,3.8704562345739126e-10,9.160835265726848e-16,3.8704610421600084e-10,1.0000012421238749,1.0135144713426596e-20
88,2.877738349332027e-10,7.357470404367431e-16,2.8777410398443724e-10,1.0000009349398795,5.6030236824241975e-21
89,2.392949226685133e-10,8.237850550104906e-16,2.392953410508303e-10,1.0000017483961312,3.874348154448815e-21
90,1.7270315904938907e-10,5.520931362972931e-16,1.7270334753441754e-10,1.000001091381475,2.0180941115065462e-21
91,1.4903213853388414e-10,2.1629375090884322e-15,1.490339991483572e-10,1.0000124846525815,1.5028248607632635e-21
92,1.0251829268624202e-10,7.410514733510002e-16,1.0251849797825381e-10,1.0000020024915204,7.111404495475292e-22
93,9.386881926845209e-11,1.0614481160297988e-15,9.38693395285389e-11,1.0000055424164367,5.96209887550819e-22
94,5.972944534469257e-11,8.459180754949614e-16,5.972984760356197e-11,1.0000067346828199,2.413956309302633e-22
95,6.013808232498482e-11,1.6848657502230468e-15,6.013895983497203e-11,1.0000145915857854,2.447090035101732e-22
96,3.365978136422755e-11,1.367880344822811e-15,3.3660371209414586e-11,1.000017523737919,7.665932055082031e-23
97,3.9495283139381165e-11,1.6284418684038928e-15,3.949623261970616e-11,1.0000240403473408,1.0554471820122885e-22
98,1.77920727814565e-11,8.683180098057171e-16,1.779249287651732e-11,1.000023611361418,2.1417778210192768e-23
99,2.6846866910965133e-11,1.1376236235966197e-15,2.684746198846572e-11,1.000022165621879,4.876882789810935e-23
100,8.147979173488235e-12,6.657191267843567e-16,8.148281660953297e-12,1.000037124231496,4.491587075317249e-24
101,1.9084062203861162e-11,2.5545298086592234e-15,1.9086133867269497e-11,1.0001085546350774,2.4643049311384643e-23
102,2.299684074570679e-12,5.698733437468441e-16,2.2998668064778854e-12,1.0000794595697848,3.5766459862267093e-25
103,1.430783642468051e-11,8.217922752350108e-16,1.4308219238773703e-11,1.0000267555542173,1.3851060503224594e-23
104,1.236676049712798e-12,7.405387413356432e-16,1.2370101971701395e-12,1.000270198050184,1.0336798488885488e-25
105,1.1358525549889544e-11,8.457799794274472e-16,1.1358868013445363e-11,1.000030150353082,8.729093371623865e-24
106,3.363146652299334e-12,5.495816746897151e-16,3.363288087251104e-12,1.0000420543515915,7.650833942016953e-25
107,9.528112347621668e-12,1.0030005728981371e-15,9.528725248162598e-12,1.0000643254947643,6.142522898272905e-24
108,4.633394833706094e-12,6.148066845632033e-16,4.6336989893277575e-12,1.0000656442268747,1.4523521176502844e-24
109,8.384795957113219e-12,9.33323252091748e-16,8.385307659163187e-12,1.0000610273705628,4.7565700440103556e-24
110,5.3847109653064996e-12,7.187908798639019e-16,5.384978343054316e-12,1.000049654986041,1.9613785857249455e-24
111,7.664422415614108e-12,1.3642430923584591e-15,7.664897215249754e-12,1.0000619485213496,3.973822322831008e-24
112,5.8219274683489026e-12,9.556530343923729e-16,5.822514861727304e-12,1.0001008932834692,2.292969127962676e-24
113,7.205018986064831e-12,1.3219330110103541e-15,7.205439903293785e-12,1.0000584200027465,3.511590213760909e-24
114,6.070995712745142e-12,6.951844274159835e-16,6.071188763704848e-12,1.00003179889574,2.4932631036144086e-24
115,6.907843546202888e-12,9.52370031283835e-16,6.908275307103857e-12,1.0000625029936014,3.2283509285200767e-24
116,6.207702840503788e-12,6.439012184295408e-16,6.208041629143046e-12,1.0000545755246286,2.607160777019288e-24
117,6.713625396431455e-12,1.0942590214999316e-15,6.714351344568029e-12,1.0001081305693582,3.0494883258004774e-24
118,6.279515627112876e-12,6.029233533418882e-16,6.279745886347762e-12,1.0000366683114685,2.6677315122757406e-24
119,6.585691809512271e-12,9.222635769761156e-16,6.586152263855916e-12,1.000069917384075,2.9341348444283603e-24
120,6.3141813233838575e-12,8.113484060982564e-16,6.3145987184531585e-12,1.0000661043843888,2.6972284941140207e-24
121,6.500916335897766e-12,9.016041346062337e-16,6.501330539556653e-12,1.0000637146576707,2.8590585653881672e-24
122,6.328825474474702e-12,6.500670661603133e-16,6.329013798878329e-12,1.0000297566119316,2.7097158202948444e-24
123,6.445960158513159e-12,1.1431858845469589e-15,6.446667815329642e-12,1.0001097829957184,2.811020833686037e-24
124,6.334001027968985e-12,7.519321270274924e-16,6.334265655894356e-12,1.000041778952072,2.7139047709837044e-24
125,6.4133690030018425e-12,1.2868957525099847e-15,6.4139846429719e-12,1.00009599322443,2.7823447091401942e-24
126,6.335511482187722e-12,5.4458508248798825e-16,6.335761431314088e-12,1.0000394520832405,2.7146283728190875e-24
127,6.399121542974645e-12,1.5847703918757255e-15,6.3995166601682694e-12,1.000061745536629,2.7689295994333886e-24
128,6.336387959981048e-12,1.1959630205863073e-15,6.337091467640217e-12,1.0001110266075266,2.7146283803360595e-24
