step,loss,initial_loss,residual_loss
132,7.74228169444588e+17,2.847086200425784e+16,7.457573074403302e+17
133,3.748942450189065e+16,1779736139159927.0,3.570968836273072e+16
134,1.732918704976943e+17,1802371053631673.0,1.7148949944406262e+17
135,6.532500196967378e+16,374218800894293.1,6.495078316877949e+16
136,5.625749443561449e+16,2118847111606257.0,5.413864732400823e+16
137,4.8430050523577624e+16,131159757611978.3,4.829889076596564e+16
138,4.746000307559523e+16,882514168494056.8,4.6577488907101176e+16
139,3969188551377424.0,63469243493299.44,3905719307884124.0
140,2758383712537727.5,9257208186682.795,2749126504351044.5
141,4.302068617509002e+16,47402496396865.03,4.2973283678693144e+16
142,9.648894370733982e+16,7219760039876723.0,8.926918366746309e+16
143,3.6973191766183144e+16,369166650726822.9,3.660402511545632e+16
144,2.960280668976521e+16,104151869454168.7,2.949865482031104e+16
145,2.19382204438443e+16,859828406714560.0,2.107839203712974e+16
146,1.1335538242149272e+16,691804011719600.6,1.064373423042967e+16
147,8056536199718124.0,1174818444337036.8,6881717755381087.0
148,1.1091765918423324e+16,2820604228389674.0,8271161690033649.0
149,9324569650642566.0,320483342468172.6,9004086308174394.0
150,5895568932430417.0,9117921986742.658,5886451010443674.0
151,9699363585088972.0,483844395888887.6,9215519189200084.0
152,8561283519516084.0,195145713718583.44,8366137805797500.0
153,9845847293110398.0,94791595200938.55,9751055697909460.0
154,7541185774904070.0,59908915728180.28,7481276859175890.0
155,1.1543164814732674e+16,175939882114788.84,1.1367224932617884e+16
156,8818377012647098.0,529062445286187.06,8289314567360910.0
157,2004408558084162.0,51207081990750.61,1953201476093411.2
158,953865396651879.9,55632062332222.51,898233334319657.5
159,1886293258646832.8,25105379014979.246,1861187879631853.0
160,1345018237017485.0,39493279437475.45,1305524957580009.5
161,426805060929552.0,14123517000333.418,412681543929218.6
162,97030483457909.52,880200939221.472,96150282518688.05
163,31678275285147.695,662263722739.5172,31016011562408.18
164,2686412432647.0254,20397209497.731857,2666015223149.2935
165,7827466858.783023,365517343.24679327,7461949515.536229
166,392365116.6562356,5529090.51266337,386836026.1435722
167,2690771.346368474,54494.529188017084,2636276.8171804566
168,279.03261642701517,2.7991361062272357,276.233480320788
169,2.599036081538989,0.678123886146381,1.9209121953926072
170,2.578847247578433,0.683534347131704,1.8953129004467286
171,2.5788448096156755,0.6836048068361389,1.8952400027795364
172,2.578884768855703,0.6836039095997554,1.8952808592559478
173,2.5788501474829126,0.6836048513242625,1.8952452961586495
174,2.57884204316225,0.6836048516593455,1.8952371915029045
175,2.5788416549472073,0.6836039672192828,1.8952376877279236
176,2.578840695932766,0.6836036770953293,1.8952370188374363
177,2.5788404315542666,0.6836035814453553,1.8952368501089112
178,2.578840121893785,0.683603664869276,1.8952364570245086
179,2.5788402255941474,0.6836030735101558,1.8952371520839921
180,2.5788397700730257,0.683603663169679,1.8952361069033465
181,2.578839328857013,0.6836035011991143,1.895235827657899
182,2.5790754088385186,0.683598241083834,1.8954771677546847
183,2.5788894212231472,0.6836031946828527,1.8952862265402939
184,2.578839180231754,0.6836032123548782,1.8952359678768755
185,2.5788526925834065,0.6836024204270439,1.8952502721563624
186,2.578838282731746,0.6836025064869931,1.8952357762447534
187,2.579341444042533,0.6836021183098397,1.8957393257326933
188,2.578839230442315,0.683602184577918,1.895237045864397
189,2.5788372709338008,0.6836020651767393,1.8952352057570614
190,2.5788404308701023,0.6836012687279467,1.8952391621421552
191,2.5788366552696704,0.6836018916310393,1.8952347636386302
192,2.5788362875981687,0.6836017034913311,1.8952345841068376
193,53.805723874244194,0.7431409755672823,53.06258289867691
194,2.5788353896109415,0.6836013777141454,1.8952340118967959
195,2.578835162889733,0.6836012042983964,1.8952339585913363
196,2.5788348217927752,0.6836011177478636,1.895233704044911
197,2.5788344468293496,0.6836010311753802,1.8952334156539692
198,2.578841617882986,0.6836005991242993,1.8952410187586861
199,2.57883545585218,0.6836008521243264,1.8952346037278531
200,2.5788334360292646,0.6836006470364622,1.8952327889928018
201,2.5788357476788906,0.6836004764936484,1.8952352711852418
202,2.578855774133239,0.6836001685870463,1.8952556055461927
203,2.578832395329359,0.6836008715506882,1.895231523778671
204,2.5788376103599804,0.6836010050988697,1.8952366052611103
205,2.5788338366190824,0.683600196603543,1.8952336400155394
206,2.578836439794589,0.6836008611701574,1.895235578624431
207,2.5788316617850597,0.6836005549607761,1.8952311068242842
208,2.5788312675482015,0.6836005175974593,1.8952307499507415
209,2.5788337745856804,0.6836001688257971,1.895233605759883
210,2.5788309808587564,0.6836004305272606,1.8952305503314948
211,2.5788307083134083,0.6836003736158045,1.8952303346976027
212,2.5788304300351474,0.6836005110655818,1.8952299189695656
213,2.5788302742607034,0.6836004906804236,1.8952297835802794
214,2.578829885231394,0.6836004588832882,1.8952294263481055
215,2.5788297093055728,0.6836003272277277,1.8952293820778447
216,2.578829962969515,0.6835997614582996,1.8952302015112152
217,2.5788291870602422,0.6835997628367579,1.8952294242234844
218,4.02280462191064,0.686462311733772,3.336342310176869
219,2.5822912653136654,0.6836028170345492,1.8986884482791162
220,2.883970374586392,0.6839816695677761,2.199988705018616
221,84.35928242141756,0.804463548192112,83.55481887322541
222,16352352.600277148,33092.09954497894,16319260.500732172
223,122488798742.84578,247885917.22824928,122240912825.61754
224,2290871079513656.0,4636137726125.666,2286234941787530.0
225,4.97811091504644e+16,176707280406142.94,4.9604401870058264e+16
226,5.23771689960098e+18,1.0599800767381804e+16,5.227117098833598e+18
227,1.8467736318341724e+18,3737397979989245.0,1.843036233854183e+18
228,1042398500350.4453,2109548351.0115821,1040288951999.434
229,2.578847244521344,0.6836213694993077,1.895225875022037
230,2.5788471520854075,0.6836213438150779,1.8952258082703297
231,2.5788470398766306,0.6836211085415966,1.895225931335034
232,2.578846933273183,0.6836210910401376,1.8952258422330457
233,2.578846846620638,0.683620775631338,1.8952260709892996
234,2.5788467187899102,0.6836206871833626,1.8952260316065475
235,2.5788466504430296,0.6836205658401281,1.8952260846029012
236,2.5788466058135473,0.6836203921158258,1.8952262136977214
237,2.5788466653007105,0.6836202510387974,1.895226414261913
238,2.5788466072227396,0.6836202959272858,1.8952263112954537
239,2.5788465286481386,0.6836203307382759,1.895226197909862
240,2.5788466918402486,0.6836203058481374,1.8952263859921117
241,2.57884637098875,0.6836202712843165,1.8952260997044335
242,3.4003678043786345,0.6862792440172187,2.714088560361416
243,2.578846171772837,0.68362005330469,1.895226118468147
244,2.578845736476069,0.6836199835183889,1.8952257529576797
245,2.578845433479357,0.6836197619427518,1.8952256715366058
246,2.578845196705001,0.6836197379551621,1.8952254587498378
247,2.578844949744529,0.6836196145928259,1.8952253351517032
248,2.5788447775012746,0.6836195494125866,1.8952252280886877
249,2.578847707022612,0.6836194646093857,1.8952282424132263
250,2.579037567154364,0.6836193629989866,1.895418204155377
251,2.5788445097550268,0.6836189170303458,1.8952255927246802
252,2.5788454619636445,0.6836187483135638,1.895226713650081
253,2.5788443274762343,0.6836187360336103,1.895225591442624
254,2.5788442821654955,0.683618697571295,1.8952255845941999
255,2.5788442855163116,0.6836182140807504,1.8952260714355615
256,2.5788441424866524,0.6836183413433919,1.8952258011432606
257,2.5788482929159993,0.6836191469594078,1.8952291459565913
258,2.5788454733118567,0.6836183406630941,1.8952271326487624
259,2.578857280535285,0.6836198838784209,1.8952373966568639
260,2.5788441737815138,0.6836183367721358,1.8952258370093782
261,2.578843962393982,0.6836184435824069,1.8952255188115747
262,2.5788437867012437,0.6836187461225808,1.8952250405786626
263,2.578843674138757,0.6836189072849456,1.8952247668538111
264,2.578843821385717,0.6836190269086331,1.8952247944770841
265,2.578843583203137,0.6836190221397774,1.8952245610633593
266,2.578843534864354,0.6836190483009777,1.8952244865633765
267,2.5788434203358013,0.6836189833143672,1.8952244370214348
268,2.5788433617337305,0.68361895538085,1.8952244063528803
269,2.578843268892027,0.6836190281110038,1.8952242407810227
270,2.5788433189154563,0.6836190050446719,1.895224313870784
271,2.5788431430718175,0.6836190038488312,1.895224139222986
272,2.578843020331054,0.6836190425082538,1.8952239778228002
273,2.5788429578500907,0.6836191819049061,1.8952237759451842
274,2.5788428757844715,0.6836191776456674,1.8952236981388038
275,2.5788428508865002,0.6836192499423867,1.8952236009441135
276,2.5788428262342227,0.6836193514870145,1.895223474747208
277,2.578847468073186,0.6836196509688465,1.8952278171043395
278,2.5788868027838077,0.6836198289083125,1.8952669738754955
279,2.5788427384556964,0.6836194443466138,1.8952232941090819
280,2.578842644857038,0.6836194480006204,1.8952231968564175
281,2.578842597051134,0.6836192694367709,1.8952233276143633
282,2.578842497218968,0.6836193024304328,1.8952231947885354
283,2.5788423445170876,0.6836190888949294,1.8952232556221587
284,2.578842285097952,0.6836189339392567,1.8952233511586953
285,2.5788442140889574,0.6836188170575904,1.8952253970313664
286,2.578842208081322,0.6836188744118451,1.8952233336694768
287,2.5788420548435984,0.6836188361302797,1.8952232187133182
288,2.578841964737018,0.6836187809530537,1.8952231837839646
289,2.5788417841899394,0.6836186978560255,1.895223086333914
290,2.578841556041929,0.6836186589214048,1.8952228971205245
291,2.578846652065266,0.6836198371986252,1.8952268148666411
292,2.578841354527764,0.6836187105004313,1.8952226440273328
293,2.578841257068388,0.6836189908791258,1.895222266189262
294,2.5788413114427584,0.6836188073773758,1.8952225040653823
295,2.578840990316233,0.6836186489734652,1.8952223413427682
296,2.578841013925684,0.6836185912363254,1.895222422689358
297,2.578840903088754,0.6836184980123268,1.8952224050764273
298,2.5788408521182604,0.6836184261818238,1.8952224259364367
299,2.5788414621911704,0.6836185611625686,1.8952229010286021
300,2.578840740333034,0.6836183607235549,1.8952223796094791
301,2.578840700199385,0.6836183298906151,1.8952223703087705
302,2.5788409626478557,0.6836188357828,1.8952221268650553
303,2.5788406566429627,0.6836183196925125,1.89522233695045
304,2.5788405852649623,0.6836183071610425,1.8952222781039194
305,2.5788405714326785,0.6836182619732125,1.8952223094594662
306,2.578840518356119,0.6836179845467255,1.8952225338093933
307,2.578840353634435,0.6836175754346547,1.89522277819978
308,2.5788401475178007,0.6836176561255517,1.895222491392249
309,2.578840199892588,0.683617432889478,1.89522276700311
310,2.5788399359071588,0.683617187103126,1.8952227488040325
311,2.578839720854569,0.683616434680063,1.8952232861745053
312,2.578839629676764,0.6836163362856513,1.8952232933911128
313,2.5788395234086083,0.6836163872941603,1.8952231361144483
314,2.5788393946015957,0.6836163316807782,1.8952230629208175
315,2.5788393599793253,0.6836162945693078,1.8952230654100182
316,2.578840363944025,0.6836169024204595,1.8952234615235652
317,2.5788393101595712,0.6836163118398982,1.8952229983196724
318,2.578839306660662,0.683616297715447,1.8952230089452144
319,2.57883928114283,0.6836161863625122,1.895223094780317
320,2.578839196744777,0.683615955645584,1.8952232410991932
321,2.5788389501331204,0.6836158664654252,1.8952230836676953
322,2.578838970748716,0.6836161232763334,1.8952228474723818
323,2.5788387373450377,0.6836159127448488,1.8952228246001892
324,2.5788386640137033,0.6836160124450723,1.8952226515686312
325,2.5788385990485154,0.6836160476995451,1.89522255134897
326,2.578838577345684,0.6836159898698029,1.8952225874758808
327,2.5788384647568976,0.6836156894417276,1.8952227753151702
328,2.5788383237092307,0.6836150698632432,1.8952232538459879
329,2.5788382705590767,0.6836146676552235,1.8952236029038534
330,2.578838246021445,0.6836146723437357,1.8952235736777092
331,2.5788382386724287,0.6836145747388295,1.8952236639335993
332,2.5788382198946067,0.6836144338824858,1.8952237860121206
333,2.5788381158153197,0.6836138520137363,1.8952242638015835
334,2.5788383621762017,0.6836135531845337,1.8952248089916681
335,2.578850547021255,0.683613204417669,1.895237342603586
336,2.578840780841595,0.683614428973132,1.8952263518684627
337,2.578847851058215,0.6836152078828656,1.8952326431753495
338,2.5788536718910517,0.6836137777784616,1.89523989411259
339,2.5788373626204417,0.6836136421729858,1.8952237204474562
340,2.5788368383843414,0.6836136207308434,1.895223217653498
341,2.5788364762108658,0.6836135194419451,1.8952229567689214
342,2.578836179609368,0.6836136458302374,1.8952225337791304
343,2.578836160280373,0.6836136267447039,1.895222533535669
344,2.5788361581706067,0.6836136363019076,1.8952225218686989
345,2.5788361508358917,0.6836136484285799,1.8952225024073117
346,2.578836105979478,0.6836137316587684,1.8952223743207097
347,2.578835993860497,0.6836137642289597,1.8952222296315373
348,2.578835675257151,0.6836136039967562,1.8952220712603947
349,2.5788361490528007,0.6836134046141118,1.8952227444386887
350,2.5788402717977577,0.6836133747682402,1.8952268970295176
351,2.5788438722786027,0.6836137433440433,1.895230128934559
352,2.5789980001243116,0.683613808221059,1.8953841919032528
353,2.5788364823173966,0.6836140106968014,1.8952224716205948
354,2.578835923409169,0.6836137948273568,1.8952221285818114
355,2.578835826307502,0.6836136449836465,1.8952221813238557
356,2.5788357562381248,0.6836135525008669,1.895222203737258
357,2.5788357409002485,0.6836135481970678,1.89522219270318
358,2.5788356860869146,0.6836135592629066,1.8952221268240081
359,2.578835543838575,0.6836135939014949,1.89522194993708
360,2.5788354205683457,0.6836135198101334,1.895221900758212
361,2.5788353882929367,0.6836135024249068,1.8952218858680303
362,2.578835318185591,0.6836135329906989,1.8952217851948918
363,2.5788352548315197,0.6836136138232796,1.89522164100824
364,2.5788352328835753,0.6836136190571755,1.8952216138263995
365,2.5788352235073893,0.683613640270911,1.8952215832364783
366,2.578835214574516,0.6836136223215735,1.895221592252942
367,2.5788351997692667,0.6836135629901093,1.895221636779157
368,2.578835196742546,0.6836135365597851,1.8952216601827607
369,2.5788351856883467,0.6836135074854368,1.8952216782029094
370,2.5788351352944705,0.6836134541077254,1.8952216811867444
371,2.5788349745661314,0.6836134751011579,1.895221499464973
372,2.5788355196129786,0.6836136840546103,1.8952218355583685
373,2.5788348977504625,0.6836135156555321,1.8952213820949309
374,2.5788348587577703,0.6836135360112781,1.8952213227464918
375,2.578834810318707,0.683613521538025,1.8952212887806816
376,2.578834767898661,0.6836134794362004,1.8952212884624604
377,2.578834696069287,0.6836134904225498,1.8952212056467366
378,2.578834679494981,0.6836134932373912,1.8952211862575894
379,2.578834748730628,0.6836134925206406,1.8952212562099868
380,2.5788346558745583,0.6836134914018405,1.8952211644727177
381,2.5788346492907652,0.6836134901171175,1.8952211591736474
382,2.578834728701845,0.6836134908502863,1.8952212378515585
383,2.5788346334207346,0.6836134896810517,1.8952211437396829
384,2.5788346259011137,0.6836134907078447,1.8952211351932693
385,2.578834627056292,0.6836134994415627,1.8952211276147295
386,2.578834610863051,0.6836134946076072,1.8952211162554433
387,2.5788346031275284,0.6836134971521333,1.8952211059753952
388,2.5788345939407424,0.6836134985726896,1.8952210953680526
389,2.5788345870563485,0.6836134971365482,1.8952210899197999
390,2.578834579198008,0.6836134920049887,1.895221087193019
391,2.5788346032026963,0.6836134667989802,1.895221136403716
392,2.578834566925839,0.6836134817539009,1.8952210851719378
393,2.578834557854922,0.6836134502300061,1.8952211076249155
394,2.578834536240907,0.6836134531861319,1.895221083054775
395,2.578834529969639,0.6836134592676048,1.8952210707020343
396,2.5788344981262803,0.6836134718575423,1.8952210262687386
397,2.578834457583761,0.6836134481887263,1.895221009395035
398,2.5788343521855293,0.6836133736838838,1.8952209785016456
399,2.57883419653771,0.6836132436696113,1.895220952868098
400,2.5788340802682033,0.6836131587126592,1.895220921555544
401,2.578834033625835,0.6836131357943726,1.8952208978314626
402,2.5788340154387623,0.683613126198089,1.895220889240673
403,2.5788340047650053,0.683613120501573,1.895220884263432
404,2.57883399923587,0.6836131049692102,1.8952208942666593
405,2.578833998387488,0.6836131008689071,1.8952208975185807
406,2.578833998074052,0.6836130998957505,1.8952208981783016
407,2.578833997375437,0.6836131025754747,1.8952208947999623
408,2.578833994479032,0.6836131107920105,1.8952208836870212
409,2.578833983589966,0.6836131328661591,1.8952208507238069
410,2.5788339795288198,0.6836131363886596,1.8952208431401598
411,2.5788339674654073,0.6836131114324852,1.8952208560329213
412,2.578833963880436,0.6836131124038692,1.8952208514765667
413,2.578833956883956,0.6836131090296326,1.8952208478543233
414,2.5788339519915375,0.6836131040572329,1.895220847934305
415,2.578836073404203,0.6836131333089318,1.8952229400952714
416,2.5788339488852143,0.6836131046931169,1.895220844192097
417,2.5788339589873415,0.6836131119017875,1.895220847085554
418,2.578833939982788,0.6836131049507612,1.8952208350320268
419,2.5788339374605953,0.6836130996292445,1.8952208378313506
420,2.578833936071061,0.6836130963504522,1.8952208397206087
421,2.578833934273008,0.6836130974290675,1.89522083684394
422,2.578833929881283,0.6836130986377029,1.89522083124358
423,2.578833938053793,0.6836131038547991,1.8952208341989936
424,2.5788339277207353,0.6836130995854961,1.8952208281352387
425,2.5788339265637648,0.6836130983195717,1.8952208282441934
426,2.5788339254709483,0.6836130959508264,1.8952208295201216
427,2.5788339249163332,0.6836130953463939,1.8952208295699393
428,2.5788339244249636,0.6836130955021247,1.8952208289228392
429,2.578833924136382,0.6836130947450038,1.8952208293913781
430,2.5788339237927165,0.6836130950090167,1.8952208287836996
431,2.578833923645858,0.6836130952300076,1.8952208284158498
432,2.5788339234784043,0.6836130952898671,1.8952208281885368
433,2.578833923320322,0.6836130953458306,1.8952208279744918
434,2.5788339231716733,0.6836130953586437,1.8952208278130291
435,2.578833923066305,0.6836130953550833,1.895220827711222
436,2.5788339229611945,0.6836130953515255,1.8952208276096685
437,2.5788339228563375,0.6836130953479702,1.8952208275083675
438,2.5788339227517354,0.6836130953444173,1.8952208274073177
439,2.5788339226473855,0.683613095340867,1.8952208273065185
440,2.578833922543288,0.6836130953373192,1.8952208272059687
441,2.5788339224394417,0.6836130953337738,1.8952208271056674
442,2.5788339223358445,0.6836130953302307,1.895220827005614
443,2.5788339222324974,0.6836130953266902,1.8952208269058068
444,2.5788339221293977,0.6836130953231518,1.8952208268062458
445,2.5788339220265453,0.683613095319616,1.8952208267069293
446,2.578833921923939,0.6836130953160822,1.8952208266078565
447,2.578833921821578,0.6836130953125508,1.895220826509027
448,2.578833921719461,0.6836130953090215,1.8952208264104393
449,2.578833921617587,0.6836130953054943,1.8952208263120927
450,2.5788339215159555,0.6836130953019693,1.8952208262139862
451,2.578833921414565,0.6836130952984465,1.8952208261161188
452,2.5788339213134153,0.6836130952949254,1.8952208260184895
453,2.5788339212125044,0.6836130952914066,1.8952208259210976
454,2.5788339211118325,0.6836130952878896,1.8952208258239427
455,2.5788339210113973,0.6836130952843746,1.8952208257270222
456,2.5788339209111992,0.6836130952808613,1.8952208256303373
457,2.578833920811236,0.6836130952773501,1.8952208255338854
458,2.5788339207115074,0.6836130952738406,1.8952208254376666
459,2.5788339206120123,0.6836130952703329,1.8952208253416793
460,2.57883392051275,0.6836130952668268,1.8952208252459228
461,2.57883392041372,0.6836130952633225,1.895220825150397
462,2.5788339203149193,0.6836130952598198,1.8952208250550995
463,2.5788339202163497,0.6836130952563186,1.8952208249600306
464,2.5788339201180084,0.6836130952528192,1.8952208248651892
465,2.578833920019895,0.6836130952493212,1.8952208247705735
466,2.5788339199220087,0.6836130952458248,1.8952208246761837
467,2.578833919824348,0.6836130952423298,1.895220824582018
468,2.578833919726913,0.6836130952388362,1.8952208244880766
469,2.5788339196297017,0.6836130952353442,1.8952208243943574
470,2.578833919532714,0.6836130952318535,1.8952208243008601
471,2.578833919435948,0.6836130952283642,1.8952208242075834
472,2.578833919339404,0.6836130952248766,1.8952208241145272
473,2.57883391924308,0.6836130952213904,1.8952208240216897
474,2.578833919146976,0.6836130952179059,1.8952208239290698
475,2.5788339190510903,0.683613095214423,1.8952208238366668
476,2.5788339189554224,0.6836130952109426,1.8952208237444796
477,2.578833918859971,0.6836130952074646,1.8952208236525063
478,2.5788339187647358,0.68361309520399,1.8952208235607457
479,2.578833918669716,0.6836130952005197,1.8952208234691958
480,2.57883391857491,0.6836130951970558,1.8952208233778538
481,2.578833918480317,0.6836130951936008,1.8952208232867163
482,2.5788339183859366,0.6836130951901589,1.8952208231957774
483,2.578833918311749,0.6836130951883811,1.8952208231233676
484,2.5788339182576836,0.6836130951887831,1.8952208230689
485,2.5788339182037343,0.6836130951891772,1.895220823014557
