step,training_schedule,active_mode,loss,weighted_loss,initial_loss,residual_loss,initial_weight,residual_weight
1,sequential,0,184.77026929280598,184.77026929280598,184.7701134949731,0.00015579783289980834,1.0,1.0
2,sequential,0,28.833510063018657,28.833510063018657,28.833510063018657,7.335711180007975e-18,1.0,1.0
1,sequential,1,870.3673847489351,870.3673847489351,868.3833861611394,1.9839985877957382,1.0,1.0
2,sequential,1,0.46282858610019534,0.46282858610019534,0.001137879104734918,0.46169070699546044,1.0,1.0
1,sequential,2,1274.990855196446,1274.990855196446,1229.4227783041706,45.568076892275506,1.0,1.0
2,sequential,2,537.8564424014363,537.8564424014363,537.8253505375341,0.031091863902271068,1.0,1.0
