mode,step,loss,initial_loss,residual_loss,relative_complex_error_over_time,pred_t0_abs,ref_t0_abs,pred_tfinal_abs,ref_tfinal_abs
2,1,1274.990855196446,1229.4227783041706,45.568076892275506,2.0955294064721155,85.35484653827095,35.76810951683773,88.77581502596938,21.836360227520203
2,2,537.8564424014363,537.8253505375341,0.031091863902271068,0.9001361849167518,2.9811804273273603,35.76810951683773,2.844594646680868,21.836360227520203
