mode,k,k_squared,final_loss,final_initial_loss,final_residual_loss,relative_complex_error_over_time,initial_complex_abs_error,final_complex_abs_error,fitted_decay_rate,decay_rate_error,valid_decay_fit,final_amplitude_ratio_pred_over_ref,probe_initial_complex_abs_error,probe_final_complex_abs_error,probe_fitted_decay_rate,main_initial_complex_abs_error,main_final_complex_abs_error,main_fitted_decay_rate
2,0.3141592653589793,0.09869604401089357,537.8564424014363,537.8253505375341,0.031091863902271068,0.9001361849167518,32.797114218709375,18.99509345853996,0.008377546206981641,-0.09031849780391193,True,0.13026871772777618,32.797114218709375,18.99509345853996,0.008377546206981641,0.08862849198973761,21.836365343275585,3.5989331673397515
