mode,seed,k,k_squared,final_loss,final_initial_loss,final_residual_loss,relative_complex_error_over_time,initial_complex_abs_error,final_complex_abs_error,fitted_decay_rate,decay_rate_error,final_amplitude_ratio_pred_over_ref,success
2,0,0.3141592653589793,0.09869604401089357,7.052122556459735,0.5067831678912087,6.545339388568526,0.33061775107199814,1.0067603169485861,14.901851467828243,0.00027505961344301516,-0.09842098439745056,1.6824328311787513,False
2,1,0.3141592653589793,0.09869604401089357,10.111846362030406,4.926186048362366,5.1856603136680395,0.2095554179300002,3.1388488489770787,10.793789957401781,4.704023692252966e-10,-0.0986960435404912,1.494297389731647,False
