step,loss,weighted_loss,initial_loss,residual_loss,initial_weight,residual_weight
87,2.068788406926412,2.068788406926412,0.05533233187519892,1.515465088174423,10.0,1.0
88,2.068773565009154,2.068773565009154,0.05533245538359162,1.515449011173238,10.0,1.0
89,2.068757320397297,2.068757320397297,0.05533203558871315,1.515436964510166,10.0,1.0
90,2.0687487423567026,2.0687487423567026,0.0553314965307737,1.5154337770489659,10.0,1.0
91,2.0688718013830525,2.0688718013830525,0.05533155645202425,1.5155562368628102,10.0,1.0
92,2.068732810946941,2.068732810946941,0.05533108275391361,1.5154219834078049,10.0,1.0
93,2.0687243177920718,2.0687243177920718,0.055331165514874624,1.5154126626433255,10.0,1.0
94,2.068795862274639,2.068795862274639,0.05533237824160242,1.5154720798586145,10.0,1.0
95,2.0688993806563643,2.0688993806563643,0.05533870738702602,1.5155123067861043,10.0,1.0
96,2.068921981131473,2.068921981131473,0.05533660231179329,1.5155559580135403,10.0,1.0
97,2.068870521860264,2.068870521860264,0.05533484154044046,1.515522106455859,10.0,1.0
98,2.0687028416462803,2.0687028416462803,0.05533112942558134,1.5153915473904669,10.0,1.0
99,2.0686876219223747,2.0686876219223747,0.05533045514336837,1.5153830704886913,10.0,1.0
100,2.0688075448920116,2.0688075448920116,0.05533256511257036,1.515481893766308,10.0,1.0
101,2.0686626867846276,2.0686626867846276,0.05533002813299888,1.5153624054546384,10.0,1.0
102,2.068708540054542,2.068708540054542,0.055331142154019845,1.5153971185143433,10.0,1.0
103,2.0686513689660906,2.0686513689660906,0.05533023514161814,1.5153490175499096,10.0,1.0
104,2.0686425692307675,2.0686425692307675,0.05532976896100249,1.5153448796207432,10.0,1.0
105,2.0686262538761,2.0686262538761,0.055329600484623646,1.5153302490298644,10.0,1.0
106,2.068616270307193,2.068616270307193,0.055329410089382976,1.5153221694133636,10.0,1.0
107,2.0686099794226327,2.0686099794226327,0.055329259443393494,1.515317384988698,10.0,1.0
108,2.1663851930844307,2.1663851930844307,0.05539443261165657,1.6124408669678651,10.0,1.0
109,2.068590601761748,2.068590601761748,0.05532952682739709,1.515295333487777,10.0,1.0
110,2.0685698228498053,2.0685698228498053,0.05532929733118637,1.5152768495379423,10.0,1.0
111,2.068986629550137,2.068986629550137,0.05537184615956476,1.5152681679544897,10.0,1.0
112,2.068554987143069,2.068554987143069,0.05532914228833413,1.5152635642597279,10.0,1.0
113,2.068545777552217,2.068545777552217,0.055329313808248494,1.5152526394697319,10.0,1.0
114,2.068692317188325,2.068692317188325,0.05532910508721635,1.515401266316161,10.0,1.0
115,2.06853556852097,2.06853556852097,0.055329099424342214,1.5152445742775476,10.0,1.0
116,2.06855602491624,2.06855602491624,0.05533221523982853,1.5152338725179546,10.0,1.0
117,2.06852655454549,2.06852655454549,0.055328942917156974,1.5152371253739199,10.0,1.0
118,2.081849936228117,2.081849936228117,0.05555361945609281,1.526313741667189,10.0,1.0
119,2.0685278577974135,2.0685278577974135,0.055329809682833665,1.5152297609690775,10.0,1.0
120,2.068515664387624,2.068515664387624,0.055328930544875726,1.5152263589388673,10.0,1.0
121,2.068512659241337,2.068512659241337,0.05532895445942505,1.5152231146470865,10.0,1.0
122,2.0685101238034775,2.0685101238034775,0.05532899919118162,1.5152201318916616,10.0,1.0
123,2.0685094482387485,2.0685094482387485,0.055329277695093076,1.5152166712878183,10.0,1.0
124,2.0685388064916896,2.0685388064916896,0.055332392390668256,1.5152148825850071,10.0,1.0
125,2.068522685113385,2.068522685113385,0.05533006026163784,1.5152220824970066,10.0,1.0
126,2.0684932560098144,2.0684932560098144,0.055329073324041717,1.5152025227693975,10.0,1.0
127,2.0684900278520058,2.0684900278520058,0.05532909169513161,1.5151991109006897,10.0,1.0
128,2.1006089502900447,2.1006089502900447,0.05535160831454867,1.5470928671445576,10.0,1.0
129,2.0684949070735352,2.0684949070735352,0.055329178275253126,1.5152031243210033,10.0,1.0
130,2.068501895808682,2.068501895808682,0.055328983382051146,1.5152120619881708,10.0,1.0
131,2.0684730951949715,2.0684730951949715,0.0553289153817044,1.5151839413779271,10.0,1.0
132,2.068465843021235,2.068465843021235,0.05532896615012353,1.5151761815200002,10.0,1.0
133,2.068948776097651,2.068948776097651,0.055329656681022084,1.5156522092874303,10.0,1.0
134,2.068469580218314,2.068469580218314,0.0553291034940988,1.5151785452773259,10.0,1.0
135,2.0684856941527263,2.0684856941527263,0.05532982229586338,1.5151874711940931,10.0,1.0
136,2.0684461284199487,2.0684461284199487,0.055328931706101966,1.515156811358929,10.0,1.0
137,2.0684589295683806,2.0684589295683806,0.05532906284244651,1.5151683011439159,10.0,1.0
138,2.0684358561232705,2.0684358561232705,0.05532891708785881,1.515146685244683,10.0,1.0
139,2.0684294366432363,2.0684294366432363,0.05532884447067347,1.515140991936502,10.0,1.0
140,2.0684650768448423,2.0684650768448423,0.05532883033605698,1.5151767734842725,10.0,1.0
141,2.0684467638178443,2.0684467638178443,0.0553305340928647,1.515141422889197,10.0,1.0
142,2.0684288057182196,2.0684288057182196,0.055328908178722755,1.515139723930992,10.0,1.0
143,2.0859151983997593,2.0859151983997593,0.05534120550519368,1.5325031433478222,10.0,1.0
144,2.0684138023124485,2.0684138023124485,0.055328618062442984,1.515127621688019,10.0,1.0
145,1331.15664101409,1331.15664101409,112.02806775893343,210.87596342475592,10.0,1.0
146,2.0782325928589027,2.0782325928589027,0.056111440984310555,1.5171181830157972,10.0,1.0
147,2.071489975753841,2.071489975753841,0.0555188096594605,1.5163018791592366,10.0,1.0
148,2.068409577130625,2.068409577130625,0.05532854823549768,1.5151240947756486,10.0,1.0
149,2.068406698979489,2.068406698979489,0.0553284374722079,1.5151223242574106,10.0,1.0
150,2.069733767958213,2.069733767958213,0.05533649540890636,1.5163688138691491,10.0,1.0
151,2.0684134616968244,2.0684134616968244,0.05532838297719122,1.5151296319249123,10.0,1.0
152,2.0684023433037977,2.0684023433037977,0.05532842241430711,1.515118119160727,10.0,1.0
153,2.068402813166318,2.068402813166318,0.0553284568836134,1.515118244330184,10.0,1.0
154,2.068399133156528,2.068399133156528,0.055328424157102825,1.5151148915854995,10.0,1.0
155,2.0683992008310015,2.0683992008310015,0.055328622629286894,1.5151129745381329,10.0,1.0
156,2.0683959804814136,2.0683959804814136,0.05532850424543278,1.5151109380270855,10.0,1.0
157,2.0683987767579173,2.0683987767579173,0.055328413893124574,1.5151146378266713,10.0,1.0
158,2.0683914258805287,2.0683914258805287,0.05532837889172849,1.5151076369632441,10.0,1.0
159,2.068396748575959,2.068396748575959,0.055329359029243116,1.5151031582835275,10.0,1.0
160,2.0683850462070112,2.0683850462070112,0.05532838282656888,1.5151012179413221,10.0,1.0
161,2.068383359724146,2.068383359724146,0.05532846783879214,1.5150986813362244,10.0,1.0
162,2.0683838444943565,2.0683838444943565,0.05532856526887144,1.5150981918056423,10.0,1.0
163,2.0683765035361215,2.0683765035361215,0.05532844187550306,1.515092084781091,10.0,1.0
164,2.0683729202961048,2.0683729202961048,0.05532836374103721,1.5150892828857325,10.0,1.0
165,2.0683829054641665,2.0683829054641665,0.05532905955324488,1.5150923099317175,10.0,1.0
166,2.068371934364431,2.068371934364431,0.055328397897403396,1.515087955390397,10.0,1.0
167,2.0686393248571395,2.0686393248571395,0.05532845698933408,1.5153547549637993,10.0,1.0
168,2.0950676832930863,2.0950676832930863,0.05534185754323566,1.5416491078607293,10.0,1.0
169,68.82644918887767,68.82644918887767,0.22134669875841556,66.61298220129352,10.0,1.0
170,3300989.288801206,3300989.288801206,256.64278324310715,3298422.8609687747,10.0,1.0
171,2.641893241317648e+21,2.641893241317648e+21,3.6091595938962724e+18,2.605801645378685e+21,10.0,1.0
172,2.3530516814321097e+25,2.3530516814321097e+25,3.2145659614461856e+22,2.3209060218176477e+25,10.0,1.0
173,2.5724602964778233e+25,2.5724602964778233e+25,6.5127040246577055e+22,2.5073332562312463e+25,10.0,1.0
174,5.492894461025233e+26,5.492894461025233e+26,5.2489686100681744e+23,5.440404774924551e+26,10.0,1.0
175,1.214378644046373e+29,1.214378644046373e+29,2.2092641508836305e+26,1.192286002537537e+29,10.0,1.0
176,2.2282042526556517e+29,2.2282042526556517e+29,2.1016244456449e+27,2.0180418080911615e+29,10.0,1.0
177,1.2225454596967844e+30,1.2225454596967844e+30,1.1755828085309681e+29,4.696265116581608e+28,10.0,1.0
178,3.9672877666433516e+32,3.9672877666433516e+32,3.8915939874599543e+31,7.56937791833976e+30,10.0,1.0
179,2.681553658694586e+31,2.681553658694586e+31,2.5885321391199777e+30,9.302151957460897e+29,10.0,1.0
180,1.7039448113975454e+32,1.7039448113975454e+32,1.6697810216162093e+31,3.416378978133612e+30,10.0,1.0
181,2.1688544936776448e+33,2.1688544936776448e+33,2.1577494093607697e+32,1.1105084316875083e+31,10.0,1.0
182,3.7279898998315263e+31,3.7279898998315263e+31,3.265593666291791e+30,4.62396233539735e+30,10.0,1.0
183,3.393817175265042e+30,3.393817175265042e+30,1.7419318201568232e+27,3.3763978570634744e+30,10.0,1.0
184,1.6087335854058059e+32,1.6087335854058059e+32,1.5507204184830011e+31,5.801316692280496e+30,10.0,1.0
185,2.1106147738512197e+34,2.1106147738512197e+34,2.0831951656349893e+33,2.7419608216230306e+32,10.0,1.0
186,4.1958520779593596e+29,4.1958520779593596e+29,1.6395791356492472e+27,4.031894164394434e+29,10.0,1.0
187,2.2393502772249718e+29,2.2393502772249718e+29,3.1518187187893306e+27,1.9241684053460387e+29,10.0,1.0
188,1.193459705099138e+29,1.193459705099138e+29,1.1937544183699451e+27,1.0740842632621433e+29,10.0,1.0
189,5.540191860631734e+28,5.540191860631734e+28,6.892649320792618e+26,4.850926928552472e+28,10.0,1.0
190,1.4182362113463176e+27,1.4182362113463176e+27,8.18515288895607e+25,5.997209224507105e+26,10.0,1.0
191,5.499080368948137e+23,5.499080368948137e+23,1.1250360768029487e+21,5.386576761267842e+23,10.0,1.0
192,1.4520136544898417e+18,1.4520136544898417e+18,7.164152410476638e+16,7.355984134421778e+17,10.0,1.0
193,136238472507345.69,136238472507345.69,9207646188187.746,44162010625468.195,10.0,1.0
194,102668384.22063889,102668384.22063889,5403305.744396125,48635326.776677616,10.0,1.0
195,4.832087307401678,4.832087307401678,0.27341871889592556,2.097900118442422,10.0,1.0
196,5.326165870522196,5.326165870522196,0.3441959425950977,1.8842064445712199,10.0,1.0
197,2.5365129060899028,2.5365129060899028,0.057010996983203735,1.9664029362578659,10.0,1.0
198,2.536503619723019,2.536503619723019,0.0570110473030339,1.96639314669268,10.0,1.0
199,2.5364991791271696,2.5364991791271696,0.057011009009348426,1.9663890890336848,10.0,1.0
200,2.5364970388671795,2.5364970388671795,0.057010980498218206,1.9663872338849973,10.0,1.0
201,2.536494149953349,2.536494149953349,0.057010984171513644,1.9663843082382124,10.0,1.0
202,2.5364915301689113,2.5364915301689113,0.05701093478184916,1.96638218235042,10.0,1.0
203,2.5367485983865543,2.5367485983865543,0.057012192469432295,1.9666266736922313,10.0,1.0
204,2.536486590377478,2.536486590377478,0.05701095479969843,1.966377042380494,10.0,1.0
205,2.5364878479806876,2.5364878479806876,0.05701091862646123,1.9663786617160754,10.0,1.0
206,2.685650631306662,2.685650631306662,0.08060337954579291,1.8796168358487324,10.0,1.0
207,2.732221860231361,2.732221860231361,0.0806033847646256,1.9261880125851047,10.0,1.0
208,2.7322192099690996,2.7322192099690996,0.08060336272885228,1.926185582680576,10.0,1.0
209,2.732216583848682,2.732216583848682,0.08060335385956378,1.9261830452530442,10.0,1.0
210,2.7322140047313246,2.7322140047313246,0.08060334610011129,1.9261805437302115,10.0,1.0
211,2.7322113706931908,2.7322113706931908,0.08060333870395085,1.9261779836536814,10.0,1.0
212,2.7322096388075545,2.7322096388075545,0.08060334982815918,1.9261761405259619,10.0,1.0
213,2.732205337618575,2.732205337618575,0.08060334781329004,1.9261718594856745,10.0,1.0
214,2.732201988727191,2.732201988727191,0.0806033513227948,1.926168475499243,10.0,1.0
215,2.7321988006214024,2.7321988006214024,0.08060335977218408,1.9261652028995613,10.0,1.0
216,2.7321956731782433,2.7321956731782433,0.08060335633457362,1.9261621098325075,10.0,1.0
217,2.5364494043560275,2.5364494043560275,0.057010937961900814,1.9663400247370197,10.0,1.0
218,4.346511372666361,4.346511372666361,0.240604094692637,1.9404704257399907,10.0,1.0
219,4.1630759483872195,4.1630759483872195,0.2182371009050744,1.9807049393364755,10.0,1.0
220,10.59540300075009,10.59540300075009,0.6262336744666421,4.333066256083669,10.0,1.0
221,33.123605646829304,33.123605646829304,2.071380613032428,12.409799516505016,10.0,1.0
222,4.349736612348274,4.349736612348274,0.24061084754914622,1.9436281368568118,10.0,1.0
223,4.299920998664103,4.299920998664103,0.2406033464014906,1.8938875346491972,10.0,1.0
224,4.301147425325375,4.301147425325375,0.24061151323180296,1.895032293007345,10.0,1.0
225,47849891164899.51,47849891164899.51,87887529838.08713,46971015866518.63,10.0,1.0
226,5.852110639001581e+18,5.852110639001581e+18,3180166532632565.0,5.820308973675255e+18,10.0,1.0
227,2.6657792060708557e+19,2.6657792060708557e+19,2.8468744481757818e+17,2.3810917612532773e+19,10.0,1.0
228,1.8390574412335276e+25,1.8390574412335276e+25,1.697112628554807e+23,1.669346178378047e+25,10.0,1.0
229,2.459049465314674e+28,2.459049465314674e+28,2.136442397586433e+25,2.4376850413388095e+28,10.0,1.0
230,3.495302035456677e+30,3.495302035456677e+30,3.036747152202658e+27,3.464934563934651e+30,10.0,1.0
231,1.5196157670838284e+32,1.5196157670838284e+32,1.7946979918403558e+30,1.3401459678997929e+32,10.0,1.0
232,2.310558527001739e+32,2.310558527001739e+32,9.90863000929526e+29,2.2114722269087863e+32,10.0,1.0
233,7.024094326094457e+38,7.024094326094457e+38,6.1025909135155065e+35,6.9630684169593e+38,10.0,1.0
234,8.03991489941477e+34,8.03991489941477e+34,7.482829754011749e+31,7.965086601874653e+34,10.0,1.0
235,8.070547829156079e+33,8.070547829156079e+33,5.93467447663885e+30,8.01120108438969e+33,10.0,1.0
236,3.9510474630475597e+33,3.9510474630475597e+33,2.8234605462662486e+30,3.922812857584897e+33,10.0,1.0
237,5.306505296129822e+36,5.306505296129822e+36,1.44644247378315e+34,5.1618610487515074e+36,10.0,1.0
238,2.2677343465919407e+34,2.2677343465919407e+34,1.970226249150303e+31,2.2480320841004375e+34,10.0,1.0
239,1.2542699150631314e+35,1.2542699150631314e+35,4.168385049058216e+31,1.2501015300140732e+35,10.0,1.0
240,2.2920964069791296e+35,2.2920964069791296e+35,4.0326383750805676e+29,2.292056080595379e+35,10.0,1.0
241,1.3757371697793018e+36,1.3757371697793018e+36,1.1264350125225444e+33,1.364472819654076e+36,10.0,1.0
242,1.2984131082107043e+31,1.2984131082107043e+31,1.1280719859811178e+28,1.2871323883508932e+31,10.0,1.0
243,2.3458619158297447e+24,2.3458619158297447e+24,2.038104123790309e+21,2.3254808745918417e+24,10.0,1.0
244,24745350381676.965,24745350381676.965,21498963873.62771,24530360742940.69,10.0,1.0
245,2949.278500972035,2949.278500972035,2.6433947253122083,2922.8445537189136,10.0,1.0
246,2949.7649751540807,2949.7649751540807,2.676293817133008,2923.0020369827516,10.0,1.0
247,26521.687751390386,26521.687751390386,23.11223228919139,26290.565428498467,10.0,1.0
248,26522.17444539315,26522.17444539315,23.145063036117666,26290.723815031968,10.0,1.0
249,26521.68773283734,26521.68773283734,23.112232256931353,26290.565410268027,10.0,1.0
250,26521.687723404466,26521.687723404466,23.112232331674754,26290.56540008772,10.0,1.0
251,26521.687712957548,26521.687712957548,23.11223227807597,26290.56539017679,10.0,1.0
252,26521.687702385723,26521.687702385723,23.112232278972733,26290.565379596,10.0,1.0
253,26521.687691291692,26521.687691291692,23.112232273329678,26290.565368558397,10.0,1.0
254,26522.173243372803,26522.173243372803,23.145050673059792,26290.722736642198,10.0,1.0
255,11789.001640961265,11789.001640961265,10.326185299753815,11685.739787963732,10.0,1.0
256,11789.003560163133,11789.003560163133,10.326277380165761,11685.74078636148,10.0,1.0
257,11789.487143145087,11789.487143145087,10.35900046195615,11685.89713852553,10.0,1.0
258,11789.001601065003,11789.001601065003,10.326185307411071,11685.73974799089,10.0,1.0
259,11789.00158650642,11789.00158650642,10.326185322615594,11685.739733280267,10.0,1.0
260,11789.001572920946,11789.001572920946,10.326185351857509,11685.73971940237,10.0,1.0
261,11789.487087770518,11789.487087770518,10.359000992200693,11685.89707784851,10.0,1.0
262,11789.001536838354,11789.001536838354,10.326185315652367,11685.739683681833,10.0,1.0
263,11789.001518728834,11789.001518728834,10.326185303068737,11685.73966569815,10.0,1.0
264,11789.487027616611,11789.487027616611,10.35900046812266,11685.897022935387,10.0,1.0
265,11789.001479309441,11789.001479309441,10.326185312306164,11685.739626186383,10.0,1.0
266,11789.001457444625,11789.001457444625,10.326185316969454,11685.739604274931,10.0,1.0
267,11789.486962320485,11789.486962320485,10.35900047486031,11685.896957571882,10.0,1.0
268,11789.001410139275,11789.001410139275,10.326185313162668,11685.73955700765,10.0,1.0
269,85452.93390656431,85452.93390656431,74.30665119193725,84709.86739464491,10.0,1.0
270,2949.278115544635,2949.278115544635,2.6433947113351297,2922.8441684312843,10.0,1.0
271,2949.27808586981,2949.27808586981,2.643394707880069,2922.844138791011,10.0,1.0
272,2949.2781539816733,2949.2781539816733,2.6434044342897858,2922.8441096387764,10.0,1.0
273,106078.86157572303,106078.86157572303,92.2238604572737,105156.62297115028,10.0,1.0
274,2949.277983543664,2949.277983543664,2.6433947726455425,2922.844035817209,10.0,1.0
275,2949.277943111966,2949.277943111966,2.643394720962366,2922.8439959023435,10.0,1.0
276,2949.277899830897,2949.277899830897,2.6433947256235064,2922.843952574663,10.0,1.0
277,2949.277853080026,2949.277853080026,2.643394742023821,2922.843905659789,10.0,1.0
278,2949.2778016163757,2949.2778016163757,2.6433947258217,2922.843854358159,10.0,1.0
279,2949.2777457358916,2949.2777457358916,2.643394728080363,2922.8437984550883,10.0,1.0
280,2949.277685486071,2949.277685486071,2.6433948928761994,2922.843736557309,10.0,1.0
281,2949.277616532211,2949.277616532211,2.643394735336014,2922.8436691788506,10.0,1.0
282,1853391.4419312149,1853391.4419312149,1610.2508389298089,1837288.9335419165,10.0,1.0
283,2949.2774573762526,2949.2774573762526,2.6433947474492294,2922.8435099017615,10.0,1.0
284,2949.221551023446,2949.221551023446,2.6378135313736477,2922.8434157097095,10.0,1.0
285,2949.2221131980277,2949.2221131980277,2.637879244361201,2922.8433207544163,10.0,1.0
286,2949.221323219338,2949.221323219338,2.637813562933342,2922.843187590005,10.0,1.0
287,2949.2211836127176,2949.2211836127176,2.6378135832584597,2922.843047780133,10.0,1.0
288,2949.2210213070985,2949.2210213070985,2.637813613723202,2922.8428851698677,10.0,1.0
289,2949.2208303986326,2949.2208303986326,2.6378136520972975,2922.8426938776597,10.0,1.0
290,2949.22060321898,2949.22060321898,2.6378136920448725,2922.8424662985317,10.0,1.0
291,2949.2203283439057,2949.2203283439057,2.637813809877851,2922.842190245128,10.0,1.0
292,2949.2201684272363,2949.2201684272363,2.6378140985107152,2922.84202744213,10.0,1.0
293,2949.219557517391,2949.219557517391,2.6378138996276532,2922.8414185211154,10.0,1.0
294,2949.218996711272,2949.218996711272,2.6378141249007303,2922.840855462266,10.0,1.0
295,2949.218235238204,2949.218235238204,2.637814224745718,2922.8400929907475,10.0,1.0
296,42442329.89302097,42442329.89302097,36874.65547810173,42073583.33823997,10.0,1.0
297,85452.92698289442,85452.92698289442,74.3066527521469,84709.86045537295,10.0,1.0
298,11788.9359007875,11788.9359007875,10.320606533865593,11685.72983544884,10.0,1.0
299,11788.930196077736,11788.930196077736,10.320608514800533,11685.72411092973,10.0,1.0
300,11788.914402341135,11788.914402341135,10.32061458195195,11685.708256521613,10.0,1.0
301,11788.823563925762,11788.823563925762,10.320649968766338,11685.617064238097,10.0,1.0
302,11788.34008310903,11788.34008310903,10.321991033005922,11685.120172778968,10.0,1.0
303,11788.283411044353,11788.283411044353,10.320539826304348,11685.07801278131,10.0,1.0
304,11788.255157514111,11788.255157514111,10.319090515696521,11685.06425235715,10.0,1.0
305,11788.205825762956,11788.205825762956,10.31961467147805,11685.009679048173,10.0,1.0
